TreeNum,Response,Easting,Northing,TreesPClus,BAPClus,SDI_20th,BA_20th,BA_Inf_20th,BA_Inf_20th_IND,NeighSDIAlt25_91,IndDBHIn,DeadDist,DeadDistInd,NeighBSA9125,NeighBSA915,NeighBSA911,NeighBSA9115,bsadead25new,bsadead5new,bsadead1new,bsadead15new,bsadead25newind,bsadead5newind,bsadead1newind,bsadead15newind
1189,0,765841.0288,4334134.06,31,26.031942,9.019733827,5.797602,0,0,32.04373242,16,8.125415513,1,21.156066,53.127414,135.75006,198.111096,2.143422,15.254838,38.156184,56.890674,1,1,1,1
1190,0,765840.6877,4334135.073,31,26.031942,9.718705264,6.146658,0.349056,1,32.37246811,15,7.460134863,1,21.292416,47.771586,136.535436,191.631744,2.143422,13.585914,38.156184,51.807546,1,1,1,1
1192,0,765853.8682,4334159.994,31,26.031942,20.13952214,12.98052,0,0,48.53624072,9,18.3198018,1,30.176982,51.354864,97.070292,132.793992,0,14.578542,21.608748,24.804792,0,1,1,1
1194,0,765857.927,4334163.693,31,26.031942,25.23181614,16.247466,0,0,42.78318187,8,19.86727567,1,25.764696,45.224568,104.318658,126.592794,0,12.73509,21.608748,22.835898,0,1,1,1
1195,0,765857.69,4334163.038,31,26.031942,25.79595024,16.514712,0,0,43.48215331,16,19.46764198,1,26.113752,49.46778,104.318658,126.592794,0,13.351392,21.608748,22.835898,0,1,1,1
1196,0,765859.0247,4334163.804,31,26.031942,19.56780646,11.387952,0,0,42.45444618,13,19.36517201,1,25.628346,48.21336,105.518538,128.774394,0,12.386034,21.608748,22.835898,0,1,1,1
1197,0,765859.3358,4334163.372,31,26.031942,20.33702881,11.720646,0,0,42.78318187,6,18.83439479,1,25.764696,49.178718,105.714882,130.001544,0,13.002336,21.608748,24.063048,0,1,1,1
1198,0,765859.2826,4334162.876,31,26.031942,21.33702881,12.266046,0,0,42.78318187,4,18.4405936,1,25.764696,50.405868,105.714882,132.848532,0,14.229486,21.608748,24.063048,0,1,1,1
1200,0,765865.3392,4334163.573,31,26.031942,19.4890191,11.033442,0,0,47.49094135,21,16.34404649,1,28.704402,54.147312,114.877602,143.898336,4.33593,16.656516,21.608748,24.063048,1,1,1,1
1201,0,765865.0892,4334162.325,31,26.031942,20.61728731,11.567934,0,0,48.65623468,8,15.26278827,1,29.364336,57.67605,117.500976,152.82108,4.33593,18.985374,22.835898,26.031942,1,1,1,1
1202,0,765866.1764,4334161.644,31,26.031942,19.13201615,10.60803,0,0,48.65623468,12,14.24751557,1,29.364336,62.344674,118.395432,166.079754,4.33593,18.985374,22.835898,26.031942,1,1,1,1
1203,0,765860.8826,4334159.933,31,26.031942,24.03501556,13.673178,0,0,55.28687771,5,15.09925479,1,33.553008,59.754024,116.301096,152.292042,4.603176,19.683486,21.608748,26.031942,1,1,1,1
1204,0,765859.3888,4334159.557,31,26.031942,27.04712225,16.296552,0,0,60.44088545,9,15.66635948,1,36.967212,59.31225,113.884974,145.659978,5.612166,19.241712,21.608748,26.031942,1,1,1,1
1205,0,765867.7958,4334161.157,31,26.031942,15.09370277,8.415522,0,0,49.99951302,12,13.21957528,1,30.995082,69.903918,123.440382,177.85494,4.33593,20.56158,22.835898,26.031942,1,1,1,1
1206,0,765859.3997,4334159.334,31,26.031942,27.04712225,16.296552,0,0,62.35790469,10,15.48531166,1,38.194362,56.634336,114.081318,145.659978,6.839316,19.590768,21.608748,26.031942,1,1,1,1
1207,0,765862.4485,4334159.429,31,26.031942,21.957229,12.35331,0,0,55.7531996,6,13.86196014,1,33.863886,61.444764,121.21515,163.570914,5.26311,20.032542,22.835898,26.031942,1,1,1,1
1208,0,765860.3128,4334159.107,31,26.031942,23.80523871,13.585914,0,0,59.06816171,4,14.74667375,1,35.789148,60.10308,116.63379,155.798964,6.839316,20.032542,21.608748,26.031942,1,1,1,1
1209,0,765861.843,4334159.102,31,26.031942,22.18700585,12.440574,0,0,58.36919028,7,13.88348612,1,35.440092,62.671914,121.21515,163.570914,6.839316,20.032542,22.835898,26.031942,1,1,1,1
1210,0,765862.753,4334159.098,31,26.031942,22.28596469,12.48966,0,0,59.21361167,5,13.4257491,1,35.881866,62.671914,123.854886,170.961084,7.28109,20.032542,22.835898,26.031942,1,1,1,1
1212,0,765868.8535,4334159.075,31,26.031942,15.79993286,8.868204,0,0,51.40806851,4,10.89385175,1,31.704102,81.662742,125.109306,187.366716,5.04495,20.910636,24.063048,26.031942,1,1,1,1
1213,0,765861.8291,4334158.639,31,26.031942,22.18700585,12.440574,0,0,59.91258311,5,13.49874409,1,36.230922,62.671914,120.01527,165.976128,7.28109,20.032542,22.835898,26.031942,1,1,1,1
1214,0,765865.1429,4334158.027,31,26.031942,19.27706505,10.60803,0,0,58.04831834,5,11.35623224,1,35.221932,79.639308,126.2601,183.957966,7.28109,21.259692,22.835898,26.031942,1,1,1,1
1215,0,765865.7021,4334157.527,31,26.031942,18.60680154,10.324422,0,0,59.21361167,7,10.64813446,1,35.881866,80.424684,127.929024,185.35419,7.941024,21.259692,24.063048,26.031942,1,1,1,1
1216,0,765863.5041,4334157.242,31,26.031942,19.46075184,10.74438,0,0,62.54419832,5,11.43750651,1,37.747134,76.388724,126.456444,186.575886,9.146358,20.032542,22.835898,26.031942,1,1,1,1
1217,0,765865.592,4334155.474,31,26.031942,14.47263717,7.477434,0,0,72.76249807,7,8.923614893,1,44.597358,89.52741,130.530582,187.64487,16.656516,21.608748,24.063048,26.031942,1,1,1,1
1218,0,765862.8992,4334156.068,31,26.031942,17.49663671,9.62631,0,0,72.23824495,10,10.76780201,1,43.615638,80.642844,125.19657,185.730516,13.88043,21.608748,22.835898,26.031942,1,1,1,1
1219,0,765861.4002,4334156.371,31,26.031942,18.52702713,9.822654,0,0,73.61096869,7,11.92669685,1,44.793702,73.361754,121.02426,183.630726,12.65328,20.032542,22.835898,26.031942,1,1,1,1
1220,0,765860.5464,4334146.961,31,26.031942,12.95806873,7.85376,4.150494,1,109.1537576,7,5.002328587,1,68.976738,94.605084,155.128122,217.052838,20.032542,21.608748,26.031942,34.763796,1,1,1,1
1222,0,765853.3924,4334146.639,31,26.031942,16.33059068,9.833562,2.143422,1,83.51473849,5,6.09708371,1,52.625646,74.88342,133.355754,214.085862,12.909618,20.032542,23.577642,41.821272,1,1,1,1
1223,0,765852.6698,4334155.489,31,26.031942,19.66834044,12.876894,0,0,63.92750266,4,14.29884223,1,39.585132,61.052076,96.59034,147.078018,4.646808,14.927598,21.608748,24.804792,1,1,1,1
1225,0,765850.8742,4334149.301,31,26.031942,14.37159252,9.266346,0,0,74.61621005,5,9.475142598,1,47.226186,65.927952,102.327948,179.785656,8.355528,14.927598,23.577642,36.781776,1,1,1,1
1226,0,765851.8304,4334155.351,31,26.031942,18.52289049,12.238776,0,0,63.92750266,5,14.47948048,1,39.585132,61.052076,92.85435,147.078018,4.646808,14.927598,21.608748,24.804792,1,1,1,1
1228,0,765847.6557,4334152.094,31,26.031942,15.17886811,10.03536,0,0,57.10607681,11,11.28743848,1,35.958222,61.537482,78.45579,158.422338,4.379562,14.927598,20.032542,32.309496,1,1,1,1
1231,0,765951.3579,4334098.091,67,91.087254,7.898141045,6.637518,0,0,52.66741196,34,59.29351888,0,38.816118,64.133586,89.09109,129.548862,0,0,0,0,0,0,0,0
1232,0,765953.622,4334113.78,31,26.031942,29.20646142,22.9068,0,0,70.63337046,30,65.8316815,0,53.781894,68.85675,122.573196,157.51152,0,0,0,0,0,0,0,0
1233,0,765957.1196,4334112.201,31,26.031942,17.83963539,13.38957,0,0,68.56357092,13,69.63619778,0,51.845724,65.497086,112.417848,157.195188,0,0,0,0,0,0,0,0
1234,0,765952.1632,4334100.063,67,91.087254,8.338627701,6.833862,0,0,56.89700075,6,61.12948311,0,42.830262,66.424266,94.037868,127.945386,0,0,0,0,0,0,0,0
1235,0,765961.7443,4334101.624,67,91.087254,11.5652661,8.131914,0,0,56.78065051,25,62.14753867,0,41.526756,59.268618,79.453872,124.48755,0,0,0,0,0,0,0,0
1236,0,765962.502,4334101.242,67,91.087254,11.5652661,8.131914,0,0,55.7770622,21,61.78676221,0,40.735926,62.955522,79.104816,130.426956,0,0,0,0,0,0,0,0
1237,0,765963.5478,4334098.258,67,91.087254,12.4581359,8.53551,0,0,37.32756873,17,58.85123877,0,26.31555,62.955522,78.363072,113.66136,0,0,0,0,0,0,0,0
1238,0,765958.8037,4334093.927,67,91.087254,8.716596799,5.612166,0,0,31.30924373,5,54.45940313,0,22.17051,52.778358,72.527292,128.681676,0,0,0,0,0,0,0,0
1239,0,765962.4287,4334089.984,67,91.087254,8.507920238,5.301288,0,0,31.30924373,23,50.53373395,0,22.17051,36.683604,85.229658,129.292524,0,0,0,0,0,0,0,0
1240,0,765954.8715,4334093.872,67,91.087254,8.996099081,7.106562,0,0,37.14812872,5,54.66130788,0,26.88822,56.323458,75.908772,139.3497,0,0,0,0,0,0,0,0
1241,0,765956.0368,4334090.238,67,91.087254,4.793122041,3.294216,0,0,30.86875707,5,50.93423599,0,21.974166,43.397478,83.544372,148.926924,0,0,0,0,0,0,0,0
1242,0,765952.129,4334082.258,67,91.087254,0.440486656,0.196344,0,0,18.15688929,6,43.55946951,1,13.051422,30.356964,107.03475,174.17349,0,0,0,1.068984,0,0,0,1
1243,0,765936.6924,4334089.353,47,92.401668,3.045287442,1.761642,0,0,13.177929,15,42.86920694,1,9.620856,32.167692,114.768522,155.842596,0,0,0,3.686904,0,0,0,1
1244,0,765935.9866,4334090.664,47,92.401668,3.744258879,2.110698,0,0,15.08097235,7,43.11547781,1,11.000718,31.818636,112.783266,163.489104,0,0,0,3.686904,0,0,0,1
1245,0,765931.9953,4334092.616,47,92.401668,4.443230316,2.459754,0,0,12.4430394,7,41.42336384,1,8.164638,48.584232,112.036068,191.577204,0,0,0,7.96284,0,0,0,1
1246,0,765928.5632,4334089.437,47,92.401668,2.52621108,1.232604,0,0,5.608523644,8,36.74713709,1,3.119688,37.343538,99.360972,188.32662,0,0,0,14.513094,0,0,0,1
1247,0,765927.6265,4334093.997,47,92.401668,1.962076977,0.965358,0,0,11.27774607,8,39.47333658,1,7.504704,47.684322,111.196152,191.582658,0,0,0,11.104344,0,0,0,1
1248,0,765935.4164,4334109.342,31,26.031942,10.37928854,7.684686,0,0,50.02410159,22,50.53690905,0,37.965294,75.614256,135.635526,192.624372,0,0,0,0,0,0,0,0
1249,0,765936.3046,4334109.522,31,26.031942,10.37928854,7.684686,0,0,55.85559265,21,51.24643488,0,42.873894,75.614256,135.553716,190.197342,0,0,0,0,0,0,0,0
1250,0,765945.2581,4334110.716,31,26.031942,17.66972389,13.68954,0,0,58.42324137,10,58.92905229,0,45.306378,80.806464,127.901754,166.914216,0,0,0,0,0,0,0,0
1251,0,765968.2679,4334037.97,67,91.087254,51.38703262,38.118006,10.368054,1,158.898724,14,2.793510138,1,113.383206,188.566596,277.695864,347.834304,38.178,51.37668,81.444582,84.94605,1,1,1,1
1253,0,765985.2197,4334039.988,67,91.087254,7.346459416,5.67216,0,0,86.16433796,28,12.86163118,1,65.328012,139.780566,237.16719,324.34938,8.950014,24.035778,54.463644,79.27389,1,1,1,1
1254,0,765975.3072,4334033.705,67,91.087254,41.99541933,30.755106,11.355228,1,124.5348372,7,4.427661099,1,89.069274,167.606874,290.109168,346.127202,34.092954,56.23074,82.360854,84.94605,1,1,1,1
1255,0,765977.0923,4334031.97,67,91.087254,26.8689901,19.050822,5.26311,1,123.7995426,16,6.574982632,1,89.129268,160.81119,286.809498,348.854202,31.316868,54.8127,82.360854,84.94605,1,1,1,1
1256,0,765974.7825,4334032.462,67,91.087254,42.83984072,31.19688,11.355228,1,125.9753238,18,4.224621863,1,89.811018,171.681012,290.212794,341.22951,34.638354,58.074192,82.360854,84.94605,1,1,1,1
1257,0,765974.0207,4334025.513,67,91.087254,24.4187303,16.994664,11.37159,1,133.4589705,9,5.761845039,1,94.452372,169.908462,276.234192,365.49981,40.283244,76.634154,84.596994,88.632954,1,1,1,1
1258,0,765974.0423,4334019.972,67,91.087254,17.98374157,13.596822,12.713274,1,123.365607,9,2.707048187,1,87.351264,176.622336,275.247018,351.881172,45.148212,81.133704,88.632954,88.632954,1,1,1,1
1259,0,765953.6836,4334043.34,67,91.087254,48.12598518,35.838234,3.305124,1,148.9910006,7,6.922429403,1,106.674786,168.834024,270.00027,314.85942,18.014562,38.39616,63.964512,84.94605,1,1,1,1
1260,0,765954.6025,4334046.58,67,91.087254,29.35195013,21.766914,0,0,122.3301652,6,9.157842909,1,87.89121,161.24751,257.008842,313.174134,15.35301,35.183754,57.365172,76.481442,1,1,1,1
1261,0,765954.8544,4334048.53,67,91.087254,22.29847647,15.772968,0,0,114.6346269,11,10.60463623,1,83.266218,160.282152,244.535544,311.210694,14.34402,33.738444,54.016416,72.598194,1,1,1,1
1262,0,765964.947,4334045.161,67,91.087254,23.59631468,19.192626,1.068984,1,152.4386885,6,7.267957045,1,111.174336,166.548798,260.793918,339.042456,27.057294,36.629064,62.486478,83.020788,1,1,1,1
1263,0,766001.7178,4334026.252,67,91.087254,6.221637538,4.93587,0,0,44.51122039,29,25.05005259,1,34.992864,65.289834,173.480832,301.949802,0,1.576206,28.14264,55.788966,0,1,1,1
1264,0,766001.3069,4334056.123,67,91.087254,12.4687867,9.915372,0,0,66.10195278,31,34.31134113,1,53.770986,73.116324,150.355872,227.971746,0,0,7.373808,11.704284,0,0,1,1
1265,0,766006.9339,4334041.221,67,91.087254,6.467936019,5.584896,0,0,35.81491721,32,34.51014391,1,27.919026,77.03775,166.794228,250.551306,0,0,3.686904,21.87054,0,0,1,1
1266,0,766016.0039,4334038.15,67,91.087254,3.90766411,2.388852,0,0,24.63997156,7,43.36016215,1,18.32544,72.669096,151.23942,217.26009,0,0,0,5.26311,0,0,0,1
1267,0,766018.1452,4334030.897,67,91.087254,2.90766411,1.843452,0,0,36.47416526,17,41.92246864,1,29.429784,40.675932,135.984582,217.292814,0,0,0,1.576206,0,0,0,1
1269,0,766002.0417,4334023.531,67,91.087254,6.221637538,4.93587,0,0,38.04328437,8,24.23363047,1,29.407968,59.06682,166.636062,293.354298,0,1.576206,28.14264,50.684022,0,1,1,1
1270,0,765998.8607,4334014.082,67,91.087254,6.419575692,4.71771,0,0,58.59918957,17,19.4489974,1,45.546354,63.419112,158.90229,292.318038,0,1.576206,38.827026,61.995618,0,1,1,1
1271,0,765991.6483,4334016.932,67,91.087254,9.988269689,7.030206,0,0,45.34440202,24,12.4026816,1,33.182136,95.19957,207.317448,318.393612,1.576206,19.792566,61.450218,87.623964,1,1,1,1
1272,0,765993.5566,4334020.369,67,91.087254,16.65130449,11.960622,0,0,41.69315425,18,15.17934842,1,31.725918,90.689112,210.98799,315.830232,1.576206,14.682168,54.207306,82.70991,1,1,1,1
1273,0,765989.2014,4334019.933,67,91.087254,18.17493296,12.882348,0,0,48.7838735,10,11.02959946,1,34.507458,98.302896,230.34969,310.267152,4.461372,31.420494,69.609402,83.93706,1,1,1,1
1274,0,765983.5293,4334021.11,67,91.087254,4.867158482,3.043332,1.576206,1,76.096968,13,7.505938753,1,54.196398,120.735198,252.678366,346.907124,20.768832,47.14983,83.93706,88.632954,1,1,1,1
1275,0,765991.6619,4334025.939,67,91.087254,13.5752588,9.364518,0,0,46.82032843,22,16.52999371,1,33.743898,97.752042,225.784692,318.699036,1.576206,24.728436,58.445064,83.93706,1,1,1,1
1276,0,765990.155,4334026.901,67,91.087254,13.5752588,9.364518,0,0,54.8736236,22,16.15374145,1,39.361518,107.754678,233.78571,334.313838,1.576206,30.346056,64.209942,83.93706,1,1,1,1
1277,0,765990.8113,4334027.44,67,91.087254,13.5752588,9.364518,0,0,49.95315653,15,16.99310325,1,35.77824,103.931424,230.109714,330.337872,1.576206,26.522802,61.188426,83.93706,1,1,1,1
1279,0,765997.9453,4334050.655,67,91.087254,12.4687867,9.915372,0,0,52.06550921,27,28.62544702,1,42.312132,84.820608,158.54778,244.644624,0,0,11.355228,35.66916,0,0,1,1
1280,0,765998.3718,4334050.717,67,91.087254,12.4687867,9.915372,0,0,52.06550921,8,29.0316819,1,42.312132,81.679104,156.687966,237.292632,0,0,8.950014,30.73329,0,0,1,1
1281,0,765999.8248,4334054.843,67,91.087254,12.4687867,9.915372,0,0,63.81066971,8,32.37051308,1,51.660288,74.69253,142.856622,224.982954,0,0,7.373808,14.954868,0,0,1,1
1282,0,766036.1579,4334026.828,5,4.570452,8.902478509,6.348456,0,0,28.22197194,26,45.22970671,1,21.177882,47.14983,123.96942,209.608128,0,0,0,0,0,0,0,0
1283,0,766039.6171,4334046.031,1,1.576206,24.94963597,18.554508,0,0,82.65227699,28,32.21255441,1,60.801192,84.433374,170.475678,265.931586,0,0,2.121606,8.650044,0,0,1,1
1284,0,766041.8013,4334050.867,1,1.576206,24.94963597,18.554508,0,0,76.04756838,10,28.48655461,1,53.601912,106.740234,196.709418,279.037548,0,0,5.492178,11.486124,0,0,1,1
1285,0,766042.1566,4334048.889,1,1.576206,27.51832997,20.321604,0,0,81.48236081,13,28.78086753,1,57.62151,96.677604,193.295214,275.841504,0,0,5.143122,11.486124,0,0,1,1
1286,0,766044.3392,4334046.864,1,1.576206,15.71208414,10.940724,0,0,88.04714541,14,27.57866777,1,63.659088,106.123932,196.982118,276.948666,0,0,6.473898,11.486124,0,0,1,1
1287,0,766046.3884,4334047.609,1,1.576206,17.05202583,11.7261,0,0,88.81666687,12,25.41187198,1,63.860886,111.403404,207.671958,282.757176,0,0,7.968294,13.804074,0,0,1,1
1288,0,766049.1787,4334046.717,1,1.576206,9.828219512,6.113934,0,0,84.11534731,18,23.40820731,1,59.350428,128.343528,207.252,293.872428,0,1.576206,9.631764,13.804074,0,1,1,1
1289,0,766052.7479,4334045.117,1,1.576206,9.157213065,5.89032,0,0,80.79015552,12,21.45647829,1,57.381534,131.348682,208.304622,318.409974,0,2.121606,11.486124,16.891038,0,1,1,1
1290,0,766054.5482,4334045.083,1,1.576206,5.248577378,3.337848,0,0,81.87555006,12,20.14182042,1,56.896128,136.933578,212.602374,318.7863,0,2.912436,11.486124,16.891038,0,1,1,1
1291,0,766050.3684,4334037.846,1,1.576206,11.60168849,9.124542,0,0,50.71529682,18,28.26230289,1,36.743598,78.881202,181.869084,297.575694,0,0,6.473898,16.749234,0,0,1,1
1292,0,766052.8224,4334036.367,1,1.576206,10.2617468,8.339166,0,0,43.73695374,7,27.88619134,1,31.480488,72.34731,192.782538,297.826578,0,0,7.30836,20.23434,0,0,1,1
1293,0,766048.0445,4334031.58,1,1.576206,14.55711936,10.940724,0,0,44.37951745,34,34.57897182,1,32.604012,53.007426,137.675322,296.184924,0,0,2.121606,13.60773,0,0,1,1
1294,0,766041.6065,4334028.789,1,1.576206,15.3601329,12.24423,0,0,32.76810308,18,40.85532272,1,24.602994,50.809464,119.911644,252.841986,0,0,0,5.268564,0,0,0,1
1295,0,766042.374,4334028.354,5,4.570452,15.3601329,12.24423,0,0,33.61252447,8,40.24623748,1,25.044768,50.264064,123.276762,268.658586,0,0,0,5.268564,0,0,0,1
1296,0,766047.9093,4334028.645,5,4.570452,11.42429126,8.906382,0,0,27.18581095,5,35.60187057,1,19.71621,51.327594,131.757732,298.110186,0,0,1.22715,11.53521,0,0,1,1
1297,0,766051.013,4334028.334,5,4.570452,8.156625826,6.79023,0,0,27.27659719,8,32.8454462,1,20.021634,49.435056,158.089644,298.68831,0,0,4.919508,13.60773,0,0,1,1
1298,0,766046.1411,4334012.98,5,4.570452,1.61364374,0.774468,0,0,12.38825077,5,31.23926122,1,8.050104,37.125378,151.850268,253.185588,0,0,4.570452,5.639436,0,0,1,1
1299,0,766044.262,4334010.776,5,4.570452,1.61364374,0.774468,0,0,10.03271342,9,32.53005936,1,6.441174,42.252138,154.746342,260.161254,0,0,4.570452,5.639436,0,0,1,1
1300,0,766040.3839,4334012.82,5,4.570452,1.61364374,0.774468,0,0,13.21290781,6,36.7617391,1,8.622774,44.85915,126.003762,258.126912,0,0,0,4.570452,0,0,0,1
1303,0,766034.8233,4334022.772,5,4.570452,5.634813075,4.232304,0,0,29.06639334,10,45.11518515,1,21.619656,40.054176,111.201606,213.676812,0,0,0,0,0,0,0,0
1305,0,766019.3895,4334040.511,67,91.087254,1.564134103,0.812646,0,0,24.4101947,10,46.85009849,1,18.238176,87.296724,150.601302,215.471178,0,0,0,0,0,0,0,0
1306,0,766031.1684,4334035.909,1,1.576206,6.586730291,4.821336,0,0,49.13548589,20,44.41173032,1,37.0872,66.964212,124.711164,209.531772,0,0,0,0,0,0,0,0
1307,0,766031.9159,4334035.608,1,1.576206,6.586730291,4.821336,0,0,49.46422158,22,43.93462647,1,37.22355,61.379316,130.10517,208.511874,0,0,0,1.576206,0,0,0,1
1308,0,766078.3087,4334013.882,5,4.570452,24.94748002,16.06203,2.296134,1,86.56755624,7,4.345191804,1,58.297806,79.95564,193.72608,312.35058,5.639436,16.49835,35.063766,48.491514,1,1,1,1
1309,0,766078.998,4334019.33,1,1.068984,9.231343203,5.813964,1.068984,1,72.80642819,8,7.144847307,1,48.344256,76.24692,196.082208,344.523726,5.639436,10.340784,29.69703,57.779676,1,1,1,1
1310,0,766085.103,4334025.096,1,1.068984,7.918350408,4.74498,0,0,62.36030634,12,10.28726436,1,40.621392,113.47047,242.206686,386.928576,4.919508,14.53491,38.357982,70.432956,1,1,1,1
1311,0,766085.6805,4334024.725,1,1.068984,10.26188042,6.321186,0,0,63.63589166,11,9.966150826,1,41.494032,116.791956,241.726734,384.37065,4.919508,14.53491,38.01438,70.432956,1,1,1,1
1312,0,766086.7883,4334025.049,1,1.068984,8.918350408,5.29038,0,0,66.54664401,10,10.46866253,1,43.975602,116.41563,252.034794,393.026148,4.919508,15.08031,42.65028,70.432956,1,1,1,1
1313,0,766087.8767,4334023.717,1,1.068984,11.26188042,6.866586,0,0,71.00347208,9,9.497385862,1,46.691694,120.920634,244.846422,387.054018,6.975666,21.46149,43.610184,70.432956,1,1,1,1
1314,0,766088.1508,4334022.992,1,1.068984,14.06343785,8.83548,0,0,62.29261332,10,8.929383405,1,39.863286,122.938614,241.759458,379.68021,6.975666,22.9068,44.36829,70.236612,1,1,1,1
1315,0,766094.7507,4334014.683,45,40.528674,13.18162794,8.851842,4.237758,1,98.65478561,7,3.050506981,1,62.262864,122.098698,230.18607,343.487466,23.883066,40.697748,46.95894,58.134186,1,1,1,1
1316,0,766088.967,4334014.401,1,1.068984,21.1673091,14.15313,1.068984,1,89.80559843,6,4.444375619,1,58.488696,97.621146,232.405848,316.801044,16.49835,30.673296,46.95894,51.905718,1,1,1,1
1317,0,766086.772,4334012.811,1,1.068984,28.24204032,19.039914,1.068984,1,94.78591927,18,3.003581469,1,62.764632,104.7168,220.957902,304.52409,16.49835,28.9062,46.95894,49.887738,1,1,1,1
1318,0,766090.0464,4334011.979,1,1.068984,24.20926661,16.33473,3.250584,1,94.65544278,20,6.195453007,1,61.613838,110.099898,229.673394,318.366342,19.645308,34.0875,47.155284,57.29427,1,1,1,1
1320,0,766085.3086,4334007.532,5,4.570452,31.22252609,20.550672,2.841534,1,98.67258144,7,7.013611549,1,65.780694,108.158274,195.96222,321.682374,16.694694,28.322622,46.806228,57.626964,1,1,1,1
1321,0,766083.6774,4334008.474,5,4.570452,34.35535419,22.585014,2.841534,1,98.23209478,13,5.82011625,1,65.58435,100.168164,195.591348,322.636824,16.49835,22.486842,44.401014,54.360018,1,1,1,1
1325,0,766072.0014,4334012.794,5,4.570452,22.10600359,15.46209,1.22715,1,78.74836387,11,6.782016659,1,54.616356,69.778476,152.935614,289.165626,5.639436,5.639436,22.426848,41.88672,1,1,1,1
1326,0,766074.0305,4334030.089,1,1.068984,1.440486656,0.741744,0,0,42.65073536,10,18.5345266,1,28.557144,96.2631,242.45757,381.441852,0,3.086964,25.148394,44.908236,0,1,1,1
1327,0,766104.2257,4334011.489,45,40.528674,28.60596784,17.954568,10.820736,1,116.6077665,11,5.343267274,1,73.994418,125.049312,263.340936,402.799716,38.597958,41.597658,51.393042,62.922798,1,1,1,1
1329,0,766109.0781,4334023.991,45,40.528674,15.28806459,9.211806,3.05424,1,97.34500678,14,4.393512861,1,63.92088,151.495758,286.727688,417.836394,13.33503,34.474734,57.21246,82.006344,1,1,1,1
1330,0,766107.7433,4334016.473,45,40.528674,23.4419235,14.027688,6.179382,1,107.9937304,6,0.546008241,1,67.858668,135.362826,252.896526,431.635014,33.48756,40.463226,46.95894,77.61042,1,1,1,1
1331,0,766114.4409,4334017.575,45,40.528674,18.26813463,11.164338,5.34492,1,112.1043455,14,4.734088834,1,72.64728,140.887728,276.70869,465.727968,24.630264,38.597958,46.064484,83.178954,1,1,1,1
1332,0,766123.318,4334018.736,45,40.528674,20.91024558,13.776804,0,0,129.9625837,20,11.11799136,1,87.902118,155.886228,318.279078,426.213738,12.16242,25.459272,50.307696,77.877666,1,1,1,1
1333,0,766124.4641,4334017.211,45,40.528674,17.34155158,11.464308,0,0,125.2016623,21,10.41889706,1,84.384288,159.087726,317.460978,430.15698,13.738626,25.726518,49.865922,78.941196,1,1,1,1
1335,0,766110.1749,4334012.839,45,40.528674,28.82047269,17.354628,7.575606,1,111.7498237,15,2.641081122,1,70.143894,120.866094,267.551424,452.371122,34.671078,40.528674,51.196698,73.13814,1,1,1,1
1336,0,766122.5155,4334011.74,45,40.528674,29.88378898,20.719746,5.983038,1,125.4387659,12,5.139584376,1,83.533464,149.87592,305.304012,427.78449,18.450882,34.311114,55.810782,76.939578,1,1,1,1
1337,0,766121.2933,4334011.127,45,40.528674,31.40741745,21.641472,5.983038,1,129.295812,13,3.790106115,1,86.031396,153.251946,307.46925,434.476548,23.604912,37.016298,58.215996,78.526692,1,1,1,1
1338,0,766119.0952,4334010.132,45,40.528674,27.83691306,17.965476,5.983038,1,119.9819776,10,1.540028795,1,77.986746,143.49474,297.65205,441.47403,26.648244,40.528674,53.192862,78.690312,1,1,1,1
1339,0,766117.4661,4334007.888,45,40.528674,34.37488238,22.268682,10.057176,1,106.3079135,14,1.242184302,1,68.431338,130.84146,290.987262,444.435552,29.7243,40.528674,52.805628,84.776976,1,1,1,1
1340,0,766113.8846,4334007.74,45,40.528674,40.47543544,25.884684,13.515012,1,117.4103386,17,2.623737458,1,74.927052,120.467952,281.104614,443.148408,36.416358,40.528674,52.811082,81.477306,1,1,1,1
1341,0,766116.4571,4334005.988,45,40.528674,39.36127073,25.208388,13.515012,1,111.5167408,13,3.372598885,1,71.234694,128.310804,277.25409,452.278404,30.929634,41.924898,53.471016,88.458426,1,1,1,1
1342,0,766116.4637,4334004.645,45,40.528674,35.68130834,22.939524,11.7261,1,113.1854181,9,2.781151785,1,72.15642,130.437864,282.642642,445.848138,31.85136,43.152048,54.452736,91.321776,1,1,1,1
1343,0,766116.437,4334001.875,45,40.528674,36.47664606,23.7249,12.096972,1,113.1321883,8,0.407476183,1,71.054712,132.919434,289.487412,449.535042,30.771468,46.473534,61.619292,95.55408,1,1,1,1
1344,0,766112.8922,4334003.347,45,40.528674,51.84795121,33.127596,21.166974,1,111.1642778,14,0.825714387,1,69.56577,116.513802,275.367006,454.094586,38.347074,44.221032,62.677368,88.005744,1,1,1,1
1345,0,766106.9585,4334008.207,45,40.528674,33.86950295,21.466944,11.884266,1,114.0570799,6,2.429936205,1,71.289234,109.914462,271.870992,398.458332,39.743298,41.597658,57.010662,66.789684,1,1,1,1
1346,0,766106.3662,4334008.519,45,40.528674,32.9397307,21.008808,12.495114,1,114.0570799,9,2.89754753,1,71.289234,108.141912,272.460024,402.7779,39.743298,41.597658,57.010662,66.789684,1,1,1,1
